id	ref	cat2	cat3	slug
10079	COW PECB23	metaux	cloches-vache-cencerros-cloche-latines	cloche-agogo-pearl-ecb23
10085	TAH FFXPMD1412	instruments-peaux	caisses-claires-pads-tambours	tambour-militaire-pearl-ffxpmd-14-12pouces
10164	GCC AS4022HOU	instruments-peaux	grosses-caisses	housse-adams-4trhnbdh40-grosse-caisse-de-concert-adams-suspendue-40-22pouces
10254	GCC C100+PIE	instruments-peaux	grosses-caisses	grosse-caisse-de-concert-capelle-50x100-avec-stand-peau-synthetique
10281	BAT PLEXX705NBR	instruments-peaux	batteries	batterie-pearl-export-20pouces
10283	TBA 1130 06	instruments-peaux	tambourins-et-hand-drums	tambourin-d12pouces-30cm-1-rangee-cymbalettes-peau-animale
10354	DAR 63000	instruments-peaux	djembes-darboukas-tablas	darbouka-egyptienne-8-pouces-meinl
10377	TAM 3080 06	metaux	gongs-tam-tams	tam-tam-chinois-plat-fen-luo-d80cm
10489	CNG 1415 06	instruments-peaux	bongos-congas-et-timbales-latines	paire-de-congas-d10-11pouces-stagg
10533	TRI SAM10B8H	metaux	triangles-chimes	triangle-sabian-10pouces-25cm-b8-hh-martele-dore
10542	PAC CI08	instruments-peaux	sets-instruments-peaux	pack-idiophones-cadeson
10662	TAP 0010	instruments-peaux	batteries	tapis-de-batterie-drum-base-dnb-180x140cm
10746	HEA CC1100	instruments-peaux	peaux-de-rechange	peau-animal-cadeson-conga-d11pouces
10747	HEA CC1134	instruments-peaux	peaux-de-rechange	peau-animal-cadeson-conga-d11pouces-3-4
10748	HEA CC1205	instruments-peaux	peaux-de-rechange	peau-animal-cadeson-conga-d12pouces-1-2
10794	CZO PML20	metaux	cymbales	cymbales-zildjian-classic-orcherstral-20pouces
10797	TRI SAM7B8H	metaux	triangles-chimes	triangle-sabian-7pouces-18cm-b8-hh-martele-dore
10798	TRI SAM8B8H	metaux	triangles-chimes	triangle-sabian-8pouces-20cm-b8-hh-martele-dore
10914	PLW LP1205	bois	polyblocks-et-temple-blocks	jam-blocks-lp-bleu-lp1204
10915	PLW LP1207	bois	polyblocks-et-temple-blocks	jam-blocks-lp-rouge-lp1207
10925	GCC AS4022RH	instruments-peaux	grosses-caisses	grosse-caisse-de-concert-reglable-40-22pouces-adams-2bdiif4022-peau-synthetique
10942	PED DW3000	instruments-peaux	grosses-caisses	pedale-grosse-caisse-dw3000
10962	LO CDNREMO	instruments-peaux	cooldrums-boobams	cooldrum-6pouces-rythmes-sons-black-edition
10964	GCC AS3622RH	instruments-peaux	grosses-caisses	grosse-caisse-de-concert-reglable-36-22pouces-adams-2bdiif3622-peau-synthetique
10973	CZC OF20K	metaux	cymbales	cymbales-zildjian-constantinople-d20pouces
11025	CCL EUSD1455	instruments-peaux	caisses-claires-pads-tambours	caisse-claire-capelle-14-5pouces-1-2
11026	CCL EUSD14KIT	instruments-peaux	caisses-claires-pads-tambours	caisse-claire-capelle-14-5pouces-1-2-pied-housse
11194	TLA 0015 06	instruments-peaux	bongos-congas-et-timbales-latines	timbales-latines-lp-aspire-lpa256-13-14pouces-sur-stand-fut-acier
11196	GCC AF2822HOU	instruments-peaux	grosses-caisses	housse-adams-4trhnbdvh28-grosse-caisse-de-concert-adams-fixe-22-22pouces
11245	HER ES101214	instruments-peaux	peaux-de-rechange	pack-peaux-remo-emperor-sablee-caisse-claire-tom-d10-12pouces-14pouces
11246	HER ET101214	instruments-peaux	peaux-de-rechange	pack-peaux-remo-emperor-transparente-caisse-claire-tom-d10-12pouces-14pouces
11247	HER AS101214	instruments-peaux	peaux-de-rechange	pack-peaux-remo-ambassador-sablee-caisse-claire-tom-d10-12pouces-14pouces
11248	HER AS121316	instruments-peaux	peaux-de-rechange	pack-peaux-remo-ambassador-sablee-caisse-claire-tom-d12-13pouces-16pouces
11249	HER PT101214	instruments-peaux	peaux-de-rechange	pack-peaux-remo-pinstripe-transparente-caisse-claire-tom-d10-12pouces-14pouces
11250	HER PT121316	instruments-peaux	peaux-de-rechange	pack-peaux-remo-pinstripe-transparente-caisse-claire-tom-d12-13pouces-16pouces
11272	TCA 5045 06	instruments-peaux	tambourins-et-hand-drums	frame-drum-d17pouces-3-4-45cm
11305	TBA GP210L	instruments-peaux	tambourins-et-hand-drums	tambourin-grover-sx-br-d10pouces-25cm-laiton
11335	CLV 0005	bois	castagnettes-claves	paire-de-claves-schlagwerk-acacia-d25mm
11351	CCL PE1450S	instruments-peaux	caisses-claires-pads-tambours	caisse-claire-pearl-sensitone-14x5pouces
11440	TAP 0100	instruments-peaux	batteries	tapis-de-batterie-stagg-scadru1815-lite-180x150cm
11462	CRO S50303L	metaux	crotales	jeu-de-crotales-sabian-grave
11463	CRO S50303H	metaux	crotales	jeu-de-crotales-sabian-aigu
11481	WOO SWB822S	bois	chocoblocks-wood-blocks-et-mokubio	woodblock-schlagwerk-symphonic-series-aigu
11482	WOO SWB825S	bois	chocoblocks-wood-blocks-et-mokubio	woodblock-schlagwerk-symphonic-series-medium
11483	WOO SWB828S	bois	chocoblocks-wood-blocks-et-mokubio	woodblock-schlagwerk-symphonic-series-grave
11484	WOO SWB823	bois	chocoblocks-wood-blocks-et-mokubio	jeu-de-3-woodblock-schlagwerk-symphonic-series
11519	PLW LP1204	bois	polyblocks-et-temple-blocks	jam-blocks-lp-orange-lp1204
11559	GOA 0914 06	metaux	gongs-tam-tams	octave-suraigu-de-gongs-thailandais
11570	TAH DR331-14	instruments-peaux	caisses-claires-pads-tambours	tambour-militaire-cadeson-dr331-14-14-12pouces
11596	ETU PG231600	instruments-peaux	batteries	jeu-de-housses-batterie
11711	TRI SA6B8	metaux	triangles-chimes	triangle-sabian-6pouces-15cm-b8
11729	VEN 63472	instruments-effets	sifflets-sirene-flute-coulisse	flute-coulisse-acme-472
11763	CIS OFSSY18	metaux	cymbales	cymbales-orchestre-istanbul-agop-super-symphonic-d18pouces
11764	CIS OFSSY20	metaux	cymbales	cymbales-orchestre-istanbul-agop-super-symphonic-d20pouces
11766	TOM 41J6+ST	instruments-peaux	toms-de-concert	lot-de-6-toms-melodiques-6-8pouces-10-13pouces-14pouces-et-15pouces-1-peau-yamaha-serie-ct-800-stands
11769	GCC AF2818HOU	instruments-peaux	grosses-caisses	adams-4trhnbdv28-housse-grosse-caisse-fixe-adams-28-18pouces
11776	GCC AF4022RH	instruments-peaux	grosses-caisses	adams-2bdiiv4022-grosse-caisse-de-concert-40-22pouces-peau-synthetique
11777	GCC AF4022HOU	instruments-peaux	grosses-caisses	housse-adams-4trhnbdvh40-grosse-caisse-de-concert-adams-fixe-40-22pouces
11779	CCL CASBG145H	instruments-peaux	caisses-claires-pads-tambours	caisse-claire-cadeson-14-5pouces-1-2-sgb-series-gold-bronze
11780	CCL CASBG146H	instruments-peaux	caisses-claires-pads-tambours	caisse-claire-cadeson-14-6pouces-1-2-sgb-series-gold-bronze
11784	GUI CAGE662	instruments-effets	cabassas-guiros-et-kokiriko	guiro-cadeson-ge662
11874	GCC AF3622RH+H	instruments-peaux	grosses-caisses	grosse-caisse-de-concert-adams-36-22pouces-peau-synthetique-housse
11893	CZF FXS10	metaux	cymbales	cymbale-zildjian-fx-stack-fxs10-d10pouces
11899	GCC AF3222RH	instruments-peaux	grosses-caisses	grosse-caisse-de-concert-adams-2bdiiv3222-32-22pouces-peau-synthetique
11988	PAC COSAMPRO20	instruments-peaux	sets-instruments-peaux	pack-batucada-contemporanea-pack02-20-instruments-pro
12045	BEL LP450	metaux	cloches-clochettes-asiatiques	arbre-lp-lp450-de-26-cloches-sur-support
12074	TBA G110S	instruments-peaux	tambourins-et-hand-drums	tambourin-grover-t1-ss-10pouces-25cm-spanish-silver
12075	TRI 6TB-SD12	metaux	triangles-chimes	jeu-de-12-battes-de-triangle-super-deluxe-grover-tb-sd
12083	ETU 301465	instruments-peaux	caisses-claires-pads-tambours	housse-gewa-caisse-claire-14x6-5pouces-sps
12114	GCC AF2822RH	instruments-peaux	grosses-caisses	grosse-caisse-de-concert-adams-28-22pouces-peau-synthetique
12183	LO CSAHHXSME19	metaux	cymbales	cymbales-sabian-hhx-synergy-medium-11994xbm-d19pouces
12190	LO CZF0F20	metaux	cymbales	cymbales-orchestre-zildjian-symphonic-francaise-d20pouces
12201	ETU 8LP520	instruments-peaux	bongos-congas-et-timbales-latines	etui-lp-timbales-latines-14-15pouces-pieds
12307	CCL YCSS1450A	instruments-peaux	caisses-claires-pads-tambours	caisse-claire-yamaha-concert-ccs-1450a-14-5pouces
12356	CRO S50403H	metaux	crotales	jeu-de-crotales-sabian-octave-aigue-do7-do8-accord-442
12357	CRO S50403L	metaux	crotales	jeu-de-crotales-sabian-octave-grave-do6-do7-accord-442
12443	CAS 4GE50 SM	bois	castagnettes-claves	castagnettes-sur-manche-petite-e50-grenadillo-franck-epstein-percussion
12444	CAS 4GE50 MD	bois	castagnettes-claves	castagnettes-sur-manche-moyenne-e50-grenadillo-franck-epstein-percussion
12445	CAS 4GE50 LG	bois	castagnettes-claves	castagnettes-sur-manche-grande-e50-grenadillo-franck-epstein-percussion
12446	CAS 4G SG	bois	castagnettes-claves	castagnettes-sur-manche
12447	CAS 4G DB	bois	castagnettes-claves	castagnettes-sur-manche-double-clapper-franck-epstein-percussion
12462	CZC OF18K	metaux	cymbales	cymbales-zildjian-constantinople-18pouces
12548	CNG GP CA0975N	instruments-peaux	bongos-congas-et-timbales-latines	super-quinto-gon-bops-california-natural-d9-75pouces
12549	CNG GP CA1075N	instruments-peaux	bongos-congas-et-timbales-latines	quinto-gon-bops-california-natural-d10-75pouces
12550	CNG GP CA1150N	instruments-peaux	bongos-congas-et-timbales-latines	conga-gon-bops-california-natural-d11-50pouces
12551	CNG GP CA1225N	instruments-peaux	bongos-congas-et-timbales-latines	tumba-gon-bops-california-natural-d12-25pouces
12552	CNG GP CA1325N	instruments-peaux	bongos-congas-et-timbales-latines	super-tumba-gon-bops-california-natural-d13-25pouces
12585	TOM YA2H22M	instruments-peaux	toms-de-concert	tom-basse-de-concert-yamaha-serie-ct-9000-2-peaux-22-16pouces
12593	CCL PE1450PHB	instruments-peaux	caisses-claires-pads-tambours	caisse-claire-pearl-philharmonic-phb1450-14-5pouces
12597	WOO STW01	bois	chocoblocks-wood-blocks-et-mokubio	wood-block-studio-49-wo-1-5
12598	WOO STW02	bois	chocoblocks-wood-blocks-et-mokubio	wood-block-studio-49-wo-2-6pouces-15cm
12599	WOO STW03	bois	chocoblocks-wood-blocks-et-mokubio	wood-block-studio-49-wo-3-6pouces1-2-17cm
12600	WOO STW04	bois	chocoblocks-wood-blocks-et-mokubio	wood-block-studio-49-wo-4-7pouces1-2-19cm
12601	WOO STW05	bois	chocoblocks-wood-blocks-et-mokubio	wood-block-studio-49-wo-5-8pouces-20cm
12603	CLV STRC2	bois	castagnettes-claves	paire-de-claves-studio-49-rc-2-palissandre-d23mm
12646	TAP 0101	instruments-peaux	batteries	tapis-de-batterie-stagg-200x160cm
12668	CIS DR20 06	metaux	cymbales	cymbale-istanbul-agop-dark-ride-d20pouces-serie-traditional
12707	IEM TSLUDHX	metaux	ludophones	ludophone-modele-helix
12708	IEM TSLUDXB	metaux	ludophones	ludophone-modele-xbass-harp
12709	IEM TSLUDSH	metaux	ludophones	ludophone-modele-soprano-harp
12710	IEM TSLUDEUP	metaux	ludophones	ludophone-modele-euphone
12711	IEM TSLUDFLY	metaux	ludophones	ludophone-modele-dragon-fly
12712	IEM TSLUDFL	metaux	ludophones	ludophone-modele-flocon
12713	IEM TSLUDEL	metaux	ludophones	ludophone-modele-electro
12714	IEM TSBLUDAPC	metaux	ludophones	baguette-caoutchouc-ludophone-ttanium-sound
12715	IEM TSBLUDAPB	metaux	ludophones	baguette-bois-ludophone-ttanium-sound
12716	IEM TSBLUDAPX	metaux	ludophones	baguette-extra-balle-ludophone-ttanium-sound
12722	TOM YA2H18M	instruments-peaux	toms-de-concert	tom-melodique-yamaha-serie-ct-9000-2-peaux-18-16pouces
12723	TOM YA2H20M	instruments-peaux	toms-de-concert	tom-basse-de-concert-yamaha-serie-ct-9000-2-peaux-20-16pouces
12724	TOM YA2H24M	instruments-peaux	toms-de-concert	tom-basse-de-concert-yamaha-serie-ct-9000-2-peaux-24-16pouces
12839	TRI SA8B8	metaux	triangles-chimes	triangle-sabian-8pouces-20cm-b8
12840	TRI SAM9B8H	metaux	triangles-chimes	triangle-sabian-9pouces-23cm-b8-hh-martele-dore
13035	DM CISDR20	metaux	cymbales	cymbale-istanbul-agop-dark-ride-d20pouces-serie-traditional
13096	PAC COSAMNES21	instruments-peaux	sets-instruments-peaux	pack-batucada-contemporanea-samba-21-instruments-nesting
13258	GCC AS3622HOU	instruments-peaux	grosses-caisses	housse-adams-4trhnbd3622h-grosse-caisse-de-concert-adams-suspendue-36-22pouces
13270	VEN 64263	instruments-effets	sifflets-sirene-flute-coulisse	sifflet-bouche-acme-windmaster-263
13271	BAT ASS3F01B	instruments-peaux	batteries	batterie-asba-simone-3-futs
13272	BAT ASM2414	instruments-peaux	batteries	grosse-caisse-24-14pouces-asba-simone-metal
13273	CCL ASS1465	instruments-peaux	caisses-claires-pads-tambours	caisse-claire-asba-simone-14-6pouces-1-2
13310	BAT ASM2414+P	instruments-peaux	batteries	grosse-caisse-24-14pouces-asba-simone-metal-pedale-double-yamaha
13312	BAT ASS3F01B+CP	instruments-peaux	batteries	batterie-asba-simone-3-futs-caisse-claire-asba-2x-pieds
13465	DAR EMDAB	instruments-peaux	djembes-darboukas-tablas	etui-rembourre-meinl-darbouka-egyptienne
13496	GCC AF3222HOU	instruments-peaux	grosses-caisses	housse-adams-4trhnbdvh32-grosse-caisse-de-concert-adams-fixe-32-22pouces
13575	GON 3-X3	metaux	gongs-tam-tams	lot-de-3-gongs-opera-chinois-ascendant-accorde
13673	GCC AS3222HOU	instruments-peaux	grosses-caisses	adams-4trhnbd3222h-housse-grosse-caisse-fixe-adams-32-22pouces
13692	HER FA32	instruments-peaux	peaux-de-rechange	peau-remo-ambassador-fiberskyn-grosse-caisse-de-concert-32pouces
13693	HER FA36	instruments-peaux	peaux-de-rechange	peau-remo-ambassador-fiberskyn-grosse-caisse-de-concert-36pouces
13694	HER FA40	instruments-peaux	peaux-de-rechange	peau-remo-ambassador-fiberskyn-grosse-caisse-de-concert-40pouces
13751	DM CZG0F20	metaux	cymbales	cymbales-frappees-zildjian-symphonic-allemande-20pouces
13752	DM CPSMD18	metaux	cymbales	cymbales-frappees-paiste-symphonic-18pouces
13753	DM CPSHE20	metaux	cymbales	cymbales-frappees-paiste-symphonic-20pouces
13754	DM CMEMAR15	metaux	cymbales	cymbales-frappees-meinl-marching-band-classic-15pouces
13877	TBB 1112X3	instruments-peaux	tambourins-et-hand-drums	lot-de-12-tambourins-6pouces-10pouces-1-et-2-rangees-cymbalettes
13935	CME OFSY17SUS	metaux	cymbales	cymbales-suspendues-meinl-symphonic-17pouces-heavy
13936	CME OFSY20SUS	metaux	cymbales	cymbales-suspendues-meinl-symphonic-20pouces-heavy
13982	FOU COWHIP60	instruments-effets	fouet-bois-et-baton-de-pluie	fouet-clap-concorde-60cm
14266	CAS 0101X5	bois	castagnettes-claves	lot-de-5x-castagnettes-sur-manche-aigu-modele-etude
14270	MRC 5001-X2	instruments-effets	shakers-cherekes-et-maracas	lot-de-2-petites-maracas-aigue
14351	CME OFSY20H	metaux	cymbales	cymbales-frappees-meinl-symphonic-20pouces-heavy
14352	CME OFSY22M	metaux	cymbales	cymbales-frappees-meinl-symphonic-22pouces-medium
14359	GRE 23010	metaux	grelots	collier-de-10-grelots-3cm
14360	GRE 23510	metaux	grelots	collier-de-10-grelots-3-5cm
14361	GRE 24010	metaux	grelots	collier-de-10-grelots-4cm
14405	HER FA28	instruments-peaux	peaux-de-rechange	peau-remo-ambassador-fiberskyn-grosse-caisse-de-concert-28pouces
14406	PAD A4PPTAS	instruments-peaux	caisses-claires-pads-tambours	adams-4pptas-pad-elliptique-entrainement-aux-timbales
14407	PAD A4PPTAW	instruments-peaux	caisses-claires-pads-tambours	adams-4pptaw-pad-entrainement-original-aux-timbales
14419	EUP TSE442024	metaux	ludophones	euphone-original-e442024-titanium-sound
14432	CME OFSY18SUS	metaux	cymbales	cymbales-suspendues-meinl-symphonic-18pouces-heavy
14433	CME OFSY16H	metaux	cymbales	cymbales-frappees-meinl-symphonic-16pouces-heavy
14434	CME OFSY19MH	metaux	cymbales	cymbales-frappees-meinl-symphonic-19pouces-medium-heavy
14435	CME OFSY18H	metaux	cymbales	cymbales-frappees-meinl-symphonic-18pouces-heavy
14437	CME OFSY14SUS	metaux	cymbales	cymbales-suspendues-meinl-symphonic-14pouces-heavy
14438	CME OFSY16SUS	metaux	cymbales	cymbales-suspendues-meinl-symphonic-16pouces-heavy
14439	CME OFSY22SUS	metaux	cymbales	cymbales-suspendues-meinl-symphonic-22pouces-heavy
14718	TCA 1046+52	instruments-peaux	tambourins-et-hand-drums	tambours-sur-cadre-46-52cm-peau-clouee
